starttime	seconds	ctime	dtime	ttime	wait
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	26
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	26
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	19
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	26
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	24
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	22
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	26
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	13
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	19
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	21
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	16
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	23
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	19
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	26
Sun Oct 09 07:20:54 2011	1318141254	0	27	27	26
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	25
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	26
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	22
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	23
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	26
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	19
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	26
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	25
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	26
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	20
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	15
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	17
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	26
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	26
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	26
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	22
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	26
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	23
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	26
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	26
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	24
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	23
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	24
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	26
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	23
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	26
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	26
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	19
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	26
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	18
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	14
Sun Oct 09 07:20:54 2011	1318141254	0	27	27	26
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	26
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	26
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	18
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	27
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	25
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	26
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	27
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	27
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	18
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	22
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	27
Sun Oct 09 07:20:54 2011	1318141254	0	27	27	26
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	16
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	11
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	26
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	27
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	27
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	13
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	25
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	24
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:44 2011	1318141244	0	27	27	27
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	27
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	19
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	26
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	20
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	24
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	27
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	27
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	7
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:44 2011	1318141244	0	27	27	20
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	22
Sun Oct 09 07:20:54 2011	1318141254	0	27	27	27
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	23
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	25
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	27
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	21
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	27
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	27
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	27
Sun Oct 09 07:20:44 2011	1318141244	0	27	27	24
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:44 2011	1318141244	0	27	27	15
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	18
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	22
Sun Oct 09 07:20:44 2011	1318141244	0	27	27	26
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	26
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	24
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	22
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	27
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	24
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	27
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	27
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	27
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	27
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	18
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	20
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	21
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	23
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	22
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	27
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	17
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	19
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	27
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	22
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	20
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	19
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	26
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	14
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	23
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	27
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	27
Sun Oct 09 07:20:54 2011	1318141254	0	27	27	27
Sun Oct 09 07:20:44 2011	1318141244	0	27	27	27
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	23
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	16
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	21
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	20
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	27
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	27
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	27
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	21
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	27
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	23
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	27
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	27
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	25
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:58 2011	1318141258	0	27	27	27
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	27
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	27
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	27
Sun Oct 09 07:20:57 2011	1318141257	0	27	27	27
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	27
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	17
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	27
Sun Oct 09 07:20:48 2011	1318141248	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	25
Sun Oct 09 07:20:50 2011	1318141250	0	27	27	27
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	16
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	27
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	18
Sun Oct 09 07:20:44 2011	1318141244	0	27	27	25
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	19
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	25
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	25
Sun Oct 09 07:20:42 2011	1318141242	6	21	27	21
Sun Oct 09 07:20:43 2011	1318141243	0	27	27	27
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	24
Sun Oct 09 07:20:54 2011	1318141254	0	27	27	27
Sun Oct 09 07:20:53 2011	1318141253	0	27	27	27
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	25
Sun Oct 09 07:20:55 2011	1318141255	0	27	27	27
Sun Oct 09 07:20:52 2011	1318141252	0	27	27	26
Sun Oct 09 07:20:51 2011	1318141251	0	27	27	24
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	27
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	27
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	12
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	27
Sun Oct 09 07:20:56 2011	1318141256	0	27	27	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	27	21
Sun Oct 09 07:20:46 2011	1318141246	0	27	27	20
Sun Oct 09 07:20:49 2011	1318141249	0	27	27	27
Sun Oct 09 07:20:45 2011	1318141245	0	27	27	26
Sun Oct 09 07:20:52 2011	1318141252	0	27	28	18
Sun Oct 09 07:20:53 2011	1318141253	0	27	28	27
Sun Oct 09 07:20:48 2011	1318141248	0	27	28	26
Sun Oct 09 07:20:51 2011	1318141251	0	27	28	7
Sun Oct 09 07:20:47 2011	1318141247	0	27	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	27	28	24
Sun Oct 09 07:20:50 2011	1318141250	0	27	28	24
Sun Oct 09 07:20:51 2011	1318141251	0	27	28	27
Sun Oct 09 07:20:53 2011	1318141253	0	27	28	16
Sun Oct 09 07:20:46 2011	1318141246	0	27	28	27
Sun Oct 09 07:20:49 2011	1318141249	0	27	28	14
Sun Oct 09 07:20:48 2011	1318141248	0	27	28	14
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	27
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	22
Sun Oct 09 07:20:58 2011	1318141258	0	28	28	27
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	25
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	21
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	23
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	26
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	27
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	27
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	27
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	26
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	26
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	23
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	26
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	19
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	14
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	24
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	27
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	27
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	19
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	20
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	26
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	25
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	25
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	27
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	27
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	26
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	24
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	26
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	21
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	27
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	23
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	27
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	25
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	27
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	20
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	27
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	16
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	25
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:58 2011	1318141258	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	20
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	13
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	22
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	15
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	24
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	27
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	27
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	24
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	26
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	25
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	21
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	24
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	27
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	16
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	25
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	17
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	25
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	27
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	17
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	26
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	17
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	23
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	25
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	25
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	26
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	27
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	25
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	7
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	24
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	24
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	11
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	19
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	16
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	28
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	28
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	26
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	28
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	20
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	26
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	18
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	28
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	19
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	26
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	27
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	22
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	22
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	13
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	20
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	28
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	28
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	22
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	25
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	18
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	22
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	27
Sun Oct 09 07:20:58 2011	1318141258	0	28	28	23
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	28
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	28
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	28
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	28
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	28
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	25
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	28
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	24
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	20
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	26
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	18
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	28
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	24
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	22
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	20
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	28
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	28
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	19
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	20
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	26
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	24
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	28
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	28
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	27
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	25
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	27
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	25
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	22
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	26
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	13
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	28
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	22
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	26
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	20
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	28
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	28
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	28
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	20
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	25
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	25
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	13
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	22
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	27
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	20
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	28
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	22
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	28
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	22
Sun Oct 09 07:20:58 2011	1318141258	0	28	28	28
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	23
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	24
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	15
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	28
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	26
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	28
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	28
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	28
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	28
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	27
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	23
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	28
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	28
Sun Oct 09 07:20:53 2011	1318141253	0	28	28	28
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	16
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	28
Sun Oct 09 07:20:48 2011	1318141248	0	28	28	28
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	28
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	14
Sun Oct 09 07:20:45 2011	1318141245	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	20
Sun Oct 09 07:20:58 2011	1318141258	0	28	28	26
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	21
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	28
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	24
Sun Oct 09 07:20:57 2011	1318141257	0	28	28	28
Sun Oct 09 07:20:49 2011	1318141249	0	28	28	28
Sun Oct 09 07:20:46 2011	1318141246	0	28	28	20
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	27
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	28
Sun Oct 09 07:20:50 2011	1318141250	0	28	28	23
Sun Oct 09 07:20:56 2011	1318141256	0	28	28	25
Sun Oct 09 07:20:55 2011	1318141255	0	28	28	23
Sun Oct 09 07:20:43 2011	1318141243	0	28	28	7
Sun Oct 09 07:20:44 2011	1318141244	0	28	28	28
Sun Oct 09 07:20:51 2011	1318141251	0	28	28	28
Sun Oct 09 07:20:47 2011	1318141247	0	28	28	24
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	28
Sun Oct 09 07:20:54 2011	1318141254	0	28	28	27
Sun Oct 09 07:20:52 2011	1318141252	0	28	28	17
